participant_id,group,l1,instruction,aoa,years_learning,item_id,tense,adverb_type,adverb_example,rating
L15,learner,Slovak,bilingual,16.0,6.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,7
L15,learner,Slovak,bilingual,16.0,6.0,item_07,PPS,anterioridad_lejana,hace dos meses,7
L15,learner,Slovak,bilingual,16.0,6.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L15,learner,Slovak,bilingual,16.0,6.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L15,learner,Slovak,bilingual,16.0,6.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L15,learner,Slovak,bilingual,16.0,6.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L15,learner,Slovak,bilingual,16.0,6.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L15,learner,Slovak,bilingual,16.0,6.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L15,learner,Slovak,bilingual,16.0,6.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,7
L15,learner,Slovak,bilingual,16.0,6.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L15,learner,Slovak,bilingual,16.0,6.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L15,learner,Slovak,bilingual,16.0,6.0,item_17,PPC,anterioridad_lejana,hace dos meses,2
L15,learner,Slovak,bilingual,16.0,6.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L16,learner,Slovak,ELE,10.0,14.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L16,learner,Slovak,ELE,10.0,14.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L16,learner,Slovak,ELE,10.0,14.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L16,learner,Slovak,ELE,10.0,14.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L16,learner,Slovak,ELE,10.0,14.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L16,learner,Slovak,ELE,10.0,14.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L16,learner,Slovak,ELE,10.0,14.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L16,learner,Slovak,ELE,10.0,14.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L16,learner,Slovak,ELE,10.0,14.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L16,learner,Slovak,ELE,10.0,14.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L16,learner,Slovak,ELE,10.0,14.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L16,learner,Slovak,ELE,10.0,14.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L16,learner,Slovak,ELE,10.0,14.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L16,learner,Slovak,ELE,10.0,14.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,4
L16,learner,Slovak,ELE,10.0,14.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L16,learner,Slovak,ELE,10.0,14.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L16,learner,Slovak,ELE,10.0,14.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L16,learner,Slovak,ELE,10.0,14.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L17,learner,Slovak,ELE,18.0,6.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L17,learner,Slovak,ELE,18.0,6.0,item_02,PPS,anterioridad_inmediata,hace un rato,6
L17,learner,Slovak,ELE,18.0,6.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L17,learner,Slovak,ELE,18.0,6.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L17,learner,Slovak,ELE,18.0,6.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L17,learner,Slovak,ELE,18.0,6.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L17,learner,Slovak,ELE,18.0,6.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L17,learner,Slovak,ELE,18.0,6.0,item_08,PPS,anterioridad_lejana,hace dos meses,7
L17,learner,Slovak,ELE,18.0,6.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L17,learner,Slovak,ELE,18.0,6.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L17,learner,Slovak,ELE,18.0,6.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L17,learner,Slovak,ELE,18.0,6.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L17,learner,Slovak,ELE,18.0,6.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,3
L17,learner,Slovak,ELE,18.0,6.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,2
L17,learner,Slovak,ELE,18.0,6.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L17,learner,Slovak,ELE,18.0,6.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L17,learner,Slovak,ELE,18.0,6.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L17,learner,Slovak,ELE,18.0,6.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L18,learner,Slovak,ELE,9.0,12.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L18,learner,Slovak,ELE,9.0,12.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L18,learner,Slovak,ELE,9.0,12.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L18,learner,Slovak,ELE,9.0,12.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L18,learner,Slovak,ELE,9.0,12.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,1
L18,learner,Slovak,ELE,9.0,12.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,7
L18,learner,Slovak,ELE,9.0,12.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L18,learner,Slovak,ELE,9.0,12.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L18,learner,Slovak,ELE,9.0,12.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L18,learner,Slovak,ELE,9.0,12.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L18,learner,Slovak,ELE,9.0,12.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L18,learner,Slovak,ELE,9.0,12.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L18,learner,Slovak,ELE,9.0,12.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L18,learner,Slovak,ELE,9.0,12.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,7
L18,learner,Slovak,ELE,9.0,12.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L18,learner,Slovak,ELE,9.0,12.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L18,learner,Slovak,ELE,9.0,12.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L18,learner,Slovak,ELE,9.0,12.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L19,learner,Slovak,ELE,11.0,9.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L19,learner,Slovak,ELE,11.0,9.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L19,learner,Slovak,ELE,11.0,9.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L19,learner,Slovak,ELE,11.0,9.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L19,learner,Slovak,ELE,11.0,9.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L19,learner,Slovak,ELE,11.0,9.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L19,learner,Slovak,ELE,11.0,9.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L19,learner,Slovak,ELE,11.0,9.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L19,learner,Slovak,ELE,11.0,9.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L19,learner,Slovak,ELE,11.0,9.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L19,learner,Slovak,ELE,11.0,9.0,item_11,PPC,anterioridad_inmediata,hace un rato,4
L19,learner,Slovak,ELE,11.0,9.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L19,learner,Slovak,ELE,11.0,9.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L19,learner,Slovak,ELE,11.0,9.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,6
L19,learner,Slovak,ELE,11.0,9.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L19,learner,Slovak,ELE,11.0,9.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L19,learner,Slovak,ELE,11.0,9.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L19,learner,Slovak,ELE,11.0,9.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L20,learner,Slovak,ELE,15.0,6.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L20,learner,Slovak,ELE,15.0,6.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L20,learner,Slovak,ELE,15.0,6.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L20,learner,Slovak,ELE,15.0,6.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,7
L20,learner,Slovak,ELE,15.0,6.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L20,learner,Slovak,ELE,15.0,6.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,7
L20,learner,Slovak,ELE,15.0,6.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L20,learner,Slovak,ELE,15.0,6.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L20,learner,Slovak,ELE,15.0,6.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L20,learner,Slovak,ELE,15.0,6.0,item_10,PPC,anterioridad_inmediata,hace un rato,4
L20,learner,Slovak,ELE,15.0,6.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L20,learner,Slovak,ELE,15.0,6.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L20,learner,Slovak,ELE,15.0,6.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L20,learner,Slovak,ELE,15.0,6.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L20,learner,Slovak,ELE,15.0,6.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L20,learner,Slovak,ELE,15.0,6.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L20,learner,Slovak,ELE,15.0,6.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L20,learner,Slovak,ELE,15.0,6.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L21,learner,Slovak,bilingual,7.0,9.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L21,learner,Slovak,bilingual,7.0,9.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L21,learner,Slovak,bilingual,7.0,9.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L21,learner,Slovak,bilingual,7.0,9.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L21,learner,Slovak,bilingual,7.0,9.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L21,learner,Slovak,bilingual,7.0,9.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L21,learner,Slovak,bilingual,7.0,9.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L21,learner,Slovak,bilingual,7.0,9.0,item_08,PPS,anterioridad_lejana,hace dos meses,2
L21,learner,Slovak,bilingual,7.0,9.0,item_09,PPS,anterioridad_lejana,hace dos meses,1
L21,learner,Slovak,bilingual,7.0,9.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L21,learner,Slovak,bilingual,7.0,9.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L21,learner,Slovak,bilingual,7.0,9.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L21,learner,Slovak,bilingual,7.0,9.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,1
L21,learner,Slovak,bilingual,7.0,9.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,1
L21,learner,Slovak,bilingual,7.0,9.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L21,learner,Slovak,bilingual,7.0,9.0,item_16,PPC,anterioridad_lejana,hace dos meses,1
L21,learner,Slovak,bilingual,7.0,9.0,item_17,PPC,anterioridad_lejana,hace dos meses,2
L21,learner,Slovak,bilingual,7.0,9.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L22,learner,Slovak,ELE,15.0,3.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L22,learner,Slovak,ELE,15.0,3.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L22,learner,Slovak,ELE,15.0,3.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L22,learner,Slovak,ELE,15.0,3.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L22,learner,Slovak,ELE,15.0,3.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L22,learner,Slovak,ELE,15.0,3.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
L22,learner,Slovak,ELE,15.0,3.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L22,learner,Slovak,ELE,15.0,3.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L22,learner,Slovak,ELE,15.0,3.0,item_09,PPS,anterioridad_lejana,hace dos meses,3
L22,learner,Slovak,ELE,15.0,3.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L22,learner,Slovak,ELE,15.0,3.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L22,learner,Slovak,ELE,15.0,3.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L22,learner,Slovak,ELE,15.0,3.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L22,learner,Slovak,ELE,15.0,3.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L22,learner,Slovak,ELE,15.0,3.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L22,learner,Slovak,ELE,15.0,3.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L22,learner,Slovak,ELE,15.0,3.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L22,learner,Slovak,ELE,15.0,3.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L23,learner,Slovak,bilingual,13.0,8.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L23,learner,Slovak,bilingual,13.0,8.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L23,learner,Slovak,bilingual,13.0,8.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L23,learner,Slovak,bilingual,13.0,8.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,1
L23,learner,Slovak,bilingual,13.0,8.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L23,learner,Slovak,bilingual,13.0,8.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,1
L23,learner,Slovak,bilingual,13.0,8.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L23,learner,Slovak,bilingual,13.0,8.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L23,learner,Slovak,bilingual,13.0,8.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L23,learner,Slovak,bilingual,13.0,8.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L23,learner,Slovak,bilingual,13.0,8.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L23,learner,Slovak,bilingual,13.0,8.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L23,learner,Slovak,bilingual,13.0,8.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L23,learner,Slovak,bilingual,13.0,8.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,2
L23,learner,Slovak,bilingual,13.0,8.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L23,learner,Slovak,bilingual,13.0,8.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L23,learner,Slovak,bilingual,13.0,8.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L23,learner,Slovak,bilingual,13.0,8.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L24,learner,Slovak,bilingual,8.0,14.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L24,learner,Slovak,bilingual,8.0,14.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L24,learner,Slovak,bilingual,8.0,14.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L24,learner,Slovak,bilingual,8.0,14.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L24,learner,Slovak,bilingual,8.0,14.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L24,learner,Slovak,bilingual,8.0,14.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L24,learner,Slovak,bilingual,8.0,14.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L24,learner,Slovak,bilingual,8.0,14.0,item_08,PPS,anterioridad_lejana,hace dos meses,1
L24,learner,Slovak,bilingual,8.0,14.0,item_09,PPS,anterioridad_lejana,hace dos meses,3
L24,learner,Slovak,bilingual,8.0,14.0,item_10,PPC,anterioridad_inmediata,hace un rato,4
L24,learner,Slovak,bilingual,8.0,14.0,item_11,PPC,anterioridad_inmediata,hace un rato,4
L24,learner,Slovak,bilingual,8.0,14.0,item_12,PPC,anterioridad_inmediata,hace un rato,2
L24,learner,Slovak,bilingual,8.0,14.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,3
L24,learner,Slovak,bilingual,8.0,14.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,1
L24,learner,Slovak,bilingual,8.0,14.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,1
L24,learner,Slovak,bilingual,8.0,14.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L24,learner,Slovak,bilingual,8.0,14.0,item_17,PPC,anterioridad_lejana,hace dos meses,1
L24,learner,Slovak,bilingual,8.0,14.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L25,learner,Slovak,ELE,10.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L25,learner,Slovak,ELE,10.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L25,learner,Slovak,ELE,10.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L25,learner,Slovak,ELE,10.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L25,learner,Slovak,ELE,10.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,1
L25,learner,Slovak,ELE,10.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L25,learner,Slovak,ELE,10.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L25,learner,Slovak,ELE,10.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L25,learner,Slovak,ELE,10.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,2
L25,learner,Slovak,ELE,10.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L25,learner,Slovak,ELE,10.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L25,learner,Slovak,ELE,10.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,2
L25,learner,Slovak,ELE,10.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L25,learner,Slovak,ELE,10.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L25,learner,Slovak,ELE,10.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,6
L25,learner,Slovak,ELE,10.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,7
L25,learner,Slovak,ELE,10.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,7
L25,learner,Slovak,ELE,10.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L26,learner,Slovak,bilingual,8.0,14.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L26,learner,Slovak,bilingual,8.0,14.0,item_02,PPS,anterioridad_inmediata,hace un rato,1
L26,learner,Slovak,bilingual,8.0,14.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L26,learner,Slovak,bilingual,8.0,14.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L26,learner,Slovak,bilingual,8.0,14.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,2
L26,learner,Slovak,bilingual,8.0,14.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L26,learner,Slovak,bilingual,8.0,14.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L26,learner,Slovak,bilingual,8.0,14.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L26,learner,Slovak,bilingual,8.0,14.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L26,learner,Slovak,bilingual,8.0,14.0,item_10,PPC,anterioridad_inmediata,hace un rato,3
L26,learner,Slovak,bilingual,8.0,14.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L26,learner,Slovak,bilingual,8.0,14.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L26,learner,Slovak,bilingual,8.0,14.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L26,learner,Slovak,bilingual,8.0,14.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,2
L26,learner,Slovak,bilingual,8.0,14.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L26,learner,Slovak,bilingual,8.0,14.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L26,learner,Slovak,bilingual,8.0,14.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L26,learner,Slovak,bilingual,8.0,14.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L27,learner,Slovak,bilingual,14.0,9.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L27,learner,Slovak,bilingual,14.0,9.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L27,learner,Slovak,bilingual,14.0,9.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L27,learner,Slovak,bilingual,14.0,9.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,1
L27,learner,Slovak,bilingual,14.0,9.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L27,learner,Slovak,bilingual,14.0,9.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L27,learner,Slovak,bilingual,14.0,9.0,item_07,PPS,anterioridad_lejana,hace dos meses,1
L27,learner,Slovak,bilingual,14.0,9.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L27,learner,Slovak,bilingual,14.0,9.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L27,learner,Slovak,bilingual,14.0,9.0,item_10,PPC,anterioridad_inmediata,hace un rato,4
L27,learner,Slovak,bilingual,14.0,9.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L27,learner,Slovak,bilingual,14.0,9.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L27,learner,Slovak,bilingual,14.0,9.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L27,learner,Slovak,bilingual,14.0,9.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,1
L27,learner,Slovak,bilingual,14.0,9.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L27,learner,Slovak,bilingual,14.0,9.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L27,learner,Slovak,bilingual,14.0,9.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L27,learner,Slovak,bilingual,14.0,9.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L28,learner,Slovak,ELE,8.0,9.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L28,learner,Slovak,ELE,8.0,9.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L28,learner,Slovak,ELE,8.0,9.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L28,learner,Slovak,ELE,8.0,9.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L28,learner,Slovak,ELE,8.0,9.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,5
L28,learner,Slovak,ELE,8.0,9.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L28,learner,Slovak,ELE,8.0,9.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L28,learner,Slovak,ELE,8.0,9.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L28,learner,Slovak,ELE,8.0,9.0,item_09,PPS,anterioridad_lejana,hace dos meses,7
L28,learner,Slovak,ELE,8.0,9.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L28,learner,Slovak,ELE,8.0,9.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L28,learner,Slovak,ELE,8.0,9.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L28,learner,Slovak,ELE,8.0,9.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,3
L28,learner,Slovak,ELE,8.0,9.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,4
L28,learner,Slovak,ELE,8.0,9.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L28,learner,Slovak,ELE,8.0,9.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L28,learner,Slovak,ELE,8.0,9.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L28,learner,Slovak,ELE,8.0,9.0,item_18,PPC,anterioridad_lejana,hace dos meses,5
L29,learner,Slovak,ELE,17.0,13.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L29,learner,Slovak,ELE,17.0,13.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L29,learner,Slovak,ELE,17.0,13.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L29,learner,Slovak,ELE,17.0,13.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L29,learner,Slovak,ELE,17.0,13.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L29,learner,Slovak,ELE,17.0,13.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
L29,learner,Slovak,ELE,17.0,13.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L29,learner,Slovak,ELE,17.0,13.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L29,learner,Slovak,ELE,17.0,13.0,item_09,PPS,anterioridad_lejana,hace dos meses,2
L29,learner,Slovak,ELE,17.0,13.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L29,learner,Slovak,ELE,17.0,13.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L29,learner,Slovak,ELE,17.0,13.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L29,learner,Slovak,ELE,17.0,13.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L29,learner,Slovak,ELE,17.0,13.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L29,learner,Slovak,ELE,17.0,13.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L29,learner,Slovak,ELE,17.0,13.0,item_16,PPC,anterioridad_lejana,hace dos meses,1
L29,learner,Slovak,ELE,17.0,13.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L29,learner,Slovak,ELE,17.0,13.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L30,learner,Slovak,bilingual,9.0,13.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L30,learner,Slovak,bilingual,9.0,13.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L30,learner,Slovak,bilingual,9.0,13.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L30,learner,Slovak,bilingual,9.0,13.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L30,learner,Slovak,bilingual,9.0,13.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L30,learner,Slovak,bilingual,9.0,13.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L30,learner,Slovak,bilingual,9.0,13.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L30,learner,Slovak,bilingual,9.0,13.0,item_08,PPS,anterioridad_lejana,hace dos meses,2
